date,state_ut,district,disease,rainfall_mm,avg_temp_c,humidity_pct,daily_cases
2011-09-02,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,74.44,17.3,86.51,208.0
2011-09-02,Tamil Nadu,Coimbatore,Chikungunya,137.26,31.03,83.17,10.0
2011-09-03,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,25.21,28.35,71.36,25.0
2011-09-03,Chhattisgarh,Janjgir,Cholera,78.29,27.13,83.73,20.0
2011-09-03,Madhya Pradesh,Katni,Acute Diarrhoeal Disease,67.04,27.49,83.02,13.0
2011-09-03,Maharashtra,Jalna,Dengue,85.33,28.35,83.58,20.0
2011-09-03,West Bengal,Malda,Acute Diarrhoeal Disease,35.58,28.11,76.67,36.0
2011-09-04,Assam,Marigaon,Acute Diarrhoeal Disease,40.12,27.93,78.34,22.0
2011-09-04,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,103.33,26.85,84.3,103.0
2011-09-04,Jharkhand,Simdega,Acute Diarrhoeal Disease,126.73,25.53,84.81,18.0
2011-09-04,Madhya Pradesh,Bhind,Chikungunya,49.36,30.14,80.02,46.0
2011-09-04,West Bengal,Bankura,Acute Diarrhoeal Disease,98.9,26.16,84.47,87.0
2011-09-05,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,105.13,25.39,84.76,94.0
2011-09-05,Karnataka,Udupi,Malaria,300.0,20.95,86.21,10.0
2011-09-05,Punjab,Moga,Acute Diarrhoeal Disease,34.75,27.61,76.48,11.0
2011-09-05,Telangana,Warangal,Acute Diarrhoeal Disease,72.58,29.23,82.84,17.0
2011-09-05,Uttarakhand,Haridwar,Dengue,24.92,27.39,71.46,10.0
2011-09-05,West Bengal,Bankura,Acute Diarrhoeal Disease,97.52,27.25,84.12,57.0
2011-09-05,West Bengal,Howrah,Chikungunya/Dengue,122.92,27.05,84.34,538.0
2011-09-05,West Bengal,Howrah,Chikungunya,122.92,27.05,84.34,590.0
2011-09-06,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,61.72,28.35,82.31,15.0
2011-09-06,Chhattisgarh,Raipur,Dengue,126.88,26.67,84.46,4.0
2011-09-07,Andhra Pradesh,Krishna,Dengue,2.86,31.41,51.07,30.0
2011-09-08,Karnataka,Bidar,Acute Diarrhoeal Disease,60.92,26.56,82.77,41.0
2011-09-08,Punjab,Barnala,Acute Diarrhoeal Disease,42.08,29.87,78.35,33.0
2011-09-09,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,210.07,25.95,84.71,20.0
2011-09-09,Chhattisgarh,Mahasamund,Cholera,232.53,28.35,84.0,38.0
2011-09-09,Haryana,Gurgaon,Acute Diarrhoeal Disease,81.17,29.89,83.0,26.0
2011-09-09,Madhya Pradesh,Hoshangabad,Malaria,30.0,28.35,74.07,56.0
2011-09-10,Bihar,Rohtas,Malaria,80.22,28.76,83.31,50.0
2011-09-10,Bihar,Rohtas,Malaria,80.22,28.76,83.31,50.0
2011-09-10,Karnataka,Chikmagalur,Acute Diarrhoeal Disease,28.79,27.11,73.8,10.0
2011-09-11,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,228.39,24.51,85.15,28.0
2011-09-11,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,83.56,28.57,83.47,66.0
2011-09-12,Assam,Sibsagar,Acute Diarrhoeal Disease,86.72,27.9,83.75,17.0
2011-09-12,Karnataka,Uttara Kannada,Cholera,103.77,26.05,84.55,15.0
2011-09-12,Kerala,Wayanad (Kalpetta),Acute Diarrhoeal Disease,29.99,25.53,74.91,23.0
2011-09-12,Madhya Pradesh,Bhind,Malaria,66.56,28.9,82.56,52.0
2011-09-13,Rajasthan,Bharatpur,Malaria,58.33,28.44,81.92,25.0
2011-09-14,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,111.82,26.03,84.61,24.0
2011-09-14,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,49.03,26.82,80.95,33.0
2011-09-14,Madhya Pradesh,Chhattarpur,Malaria,177.24,26.76,84.47,258.0
2011-09-14,Maharashtra,Nashik,Acute Diarrhoeal Disease,34.03,23.56,77.39,31.0
2011-09-14,Maharashtra,Nashik,Acute Diarrhoeal Disease,34.03,23.56,77.39,31.0
2011-09-15,Bihar,Nalanda,Acute Diarrhoeal Disease,58.9,29.58,81.64,17.0
2011-09-15,Chhattisgarh,Durg,Acute Diarrhoeal Disease,50.41,26.01,81.45,24.0
2011-09-15,Gujarat,Rajkot,Cholera,101.13,22.18,85.68,44.0
2011-09-15,Tamil Nadu,Coimbatore,Chikungunya,52.85,36.23,78.81,12.0
2011-09-15,West Bengal,Bankura,Acute Diarrhoeal Disease,44.25,28.54,79.34,93.0
2011-09-15,West Bengal,Bankura,Acute Diarrhoeal Disease,44.25,28.54,79.34,185.0
2011-09-16,Tamil Nadu,Dindigul,Dengue,58.78,31.17,81.15,6.0
2011-09-16,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,23.35,33.24,68.69,11.0
2011-09-16,Telangana,Mahbubnagar,Dengue,9.48,30.73,57.97,72.0
2011-09-18,Punjab,Moga,Acute Diarrhoeal Disease,83.35,26.2,84.17,15.0
2011-09-18,Uttar Pradesh,Bulandshahar,Malaria,30.31,27.89,74.36,49.0
2011-09-19,Bihar,Munger,Malaria,155.82,27.79,84.16,23.0
2011-09-19,Chhattisgarh,Durg,Acute Diarrhoeal Disease,85.52,25.64,84.4,52.0
2011-09-19,Karnataka,Bijapur,Dengue,13.59,32.39,61.31,12.0
2011-09-19,Madhya Pradesh,Khandwa,Malaria,39.67,28.34,78.07,17.0
2011-09-19,Madhya Pradesh,Tikamgarh,Chikungunya,42.15,27.0,79.23,80.0
2011-09-20,Assam,Baksa,Acute Diarrhoeal Disease,135.01,27.29,84.29,33.0
2011-09-20,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,106.94,28.35,83.88,98.0
2011-09-20,West Bengal,Bankura,Acute Diarrhoeal Disease,127.01,28.35,83.96,19.0
2011-09-21,Maharashtra,Beed,Chikungunya,20.2,29.02,67.74,174.0
2011-09-21,West Bengal,Bankura,Acute Diarrhoeal Disease,121.63,28.35,83.95,17.0
2011-09-21,West Bengal,Howrah,Dengue And Chikungunya,124.33,27.39,84.24,18.0
2011-09-22,Assam,Nagaon,Acute Diarrhoeal Disease,86.21,24.67,84.7,8.0
2011-09-22,Bihar,Saharsa,Acute Diarrhoeal Disease,222.83,27.67,84.2,35.0
2011-09-22,Bihar,Saharsa,Acute Diarrhoeal Disease,222.83,27.67,84.2,20.0
2011-09-22,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,40.65,27.23,78.71,30.0
2011-09-22,West Bengal,Birbhum,Acute Diarrhoeal Disease,149.22,27.09,84.36,41.0
2011-09-23,Bihar,Aurangabad,Acute Diarrhoeal Disease,85.77,23.25,85.12,18.0
2011-09-23,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,67.78,25.83,83.57,15.0
2011-09-23,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,60.64,26.36,82.8,114.0
2011-09-23,Maharashtra,Osmanabad,Chikungunya,7.19,33.08,55.01,26.0
2011-09-23,Punjab,Jalandhar,Cholera,5.06,27.79,54.44,163.0
2011-09-23,West Bengal,Howrah,Acute Diarrhoeal Disease,101.34,26.11,84.51,493.0
2011-09-23,West Bengal,Purulia,Acute Diarrhoeal Disease,130.07,26.31,84.58,52.0
2011-09-24,Chhattisgarh,Janjgir,Malaria,89.6,26.59,84.2,12.0
2011-09-24,Madhya Pradesh,Shivpuri,Acute Diarrhoeal Disease,5.85,27.66,55.28,20.0
2011-09-24,Rajasthan,Tonk,Malaria,11.2,30.67,59.63,7.0
2011-09-25,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,98.18,26.39,84.39,13.0
2011-09-26,Bihar,Madhubani,Acute Diarrhoeal Disease,80.29,16.11,87.11,118.0
2011-09-26,Bihar,Munger,Malaria,94.93,26.98,84.17,18.0
2011-09-26,Gujarat,Sabarkantha,Chikungunya,6.79,26.99,56.43,11.0
2011-09-26,Karnataka,Bidar,Acute Diarrhoeal Disease,4.8,34.18,52.26,10.0
2011-09-26,Kerala,Wayanad,Acute Diarrhoeal Disease,15.29,26.44,64.59,18.0
2011-09-26,Madhya Pradesh,Sagar,Acute Diarrhoeal Disease,7.3,28.49,56.5,11.0
2011-09-26,Maharashtra,Akola,Chikungunya,7.47,31.91,55.64,98.0
2011-09-26,Maharashtra,Thane,Acute Diarrhoeal Disease,21.05,25.34,69.47,11.0
2011-09-26,West Bengal,Bankura,Acute Diarrhoeal Disease,59.21,27.47,82.31,134.0
2011-09-28,Assam,Karbi Anglong,Acute Diarrhoeal Disease,74.99,25.73,84.01,11.0
2011-09-28,Jharkhand,East Singhbhum,Acute Encephalitis Syndrome,16.87,27.79,65.51,14.0
2011-09-28,West Bengal,Murshidabad,Acute Diarrhoeal Disease,52.23,27.73,81.26,21.0
2011-10-01,Haryana,Panchkula,Chikungunya,7.68,28.88,56.76,37.0
2011-10-01,Tamil Nadu,Saidapet,Cholera,4.19,34.07,51.65,5.0
2011-10-01,West Bengal,Bardhaman,Chikungunya,28.9,27.76,73.67,150.0
2011-10-01,West Bengal,Burdwan,Chikungunya,28.37,28.23,73.24,60.0
2011-10-02,Maharashtra,Ahmednagar,Chikungunya,1.92,31.39,50.1,219.0
2011-10-02,Punjab,Hoshiarpur,Acute Diarrhoeal Disease,15.26,29.38,63.68,15.0
2011-10-02,Tamil Nadu,Kancheepuram,Dengue,4.19,33.29,51.89,7.0
2011-10-02,Tamil Nadu,Thanjavur,Dengue,5.76,31.95,53.91,20.0
2011-10-03,Madhya Pradesh,Dhar,Malaria,2.98,33.38,50.61,93.0
2011-10-04,Odisha,Ganjam,Acute Diarrhoeal Disease,5.0,28.8,59.06,18.0
2011-10-06,Bihar,Madhubani,Acute Diarrhoeal Disease,13.02,28.15,62.07,41.0
2011-10-06,Punjab,Mansa,Acute Diarrhoeal Disease,0.02,28.99,48.83,60.0
2011-10-06,Tamil Nadu,Karur,Acute Diarrhoeal Disease,13.1,33.01,60.69,13.0
2011-10-07,Bihar,Araria,Acute Diarrhoeal Disease,11.94,28.72,60.91,12.0
2011-10-07,Bihar,Lakhisarai,Acute Diarrhoeal Disease,7.69,29.31,56.64,8.0
2011-10-07,Bihar,Nawada,Acute Diarrhoeal Disease,9.65,28.23,58.89,22.0
2011-10-07,Kerala,Wayanad,Acute Diarrhoeal Disease,26.15,28.93,71.76,12.0
2011-10-07,Maharashtra,Osmanabad,Chikungunya,18.14,34.74,64.44,26.0
2011-10-07,Punjab,Jalandhar,Cholera,2.71,29.18,51.59,214.0
2011-10-08,Bihar,Araria,Acute Diarrhoeal Disease,11.66,28.38,60.76,31.0
2011-10-08,Bihar,Araria,Acute Diarrhoeal Disease,11.66,28.38,60.76,31.0
2011-10-08,Odisha,Nayagarh,Acute Diarrhoeal Disease,14.6,29.19,63.16,45.0
2011-10-09,Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,1.92,30.99,50.22,55.0
2011-10-10,Bihar,Munger,Malaria,19.75,29.8,67.17,32.0
2011-10-10,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,6.9,29.04,55.93,26.0
2011-10-10,Haryana,Faridabad,Dengue,1.18,35.43,48.11,50.0
2011-10-10,Haryana,Faridabad,Dengue,1.18,35.43,48.11,69.0
2011-10-10,Karnataka,Belgaum,Chikungunya,28.01,30.18,72.46,20.0
2011-10-10,Madhya Pradesh,Khandwa,Chikungunya,0.22,35.07,47.21,300.0
2011-10-10,Madhya Pradesh,Khargone,Chikungunya,0.36,33.57,47.81,44.0
2011-10-10,Maharashtra,Ahmednagar,Chikungunya,2.71,32.26,50.66,167.0
2011-10-10,West Bengal,Hooghly,Chikungunya,8.8,29.93,57.55,42.0
2011-10-10,West Bengal,Hooghly,Chikungunya,8.8,29.93,57.55,94.0
2011-10-11,Bihar,Bhagalpur,Acute Diarrhoeal Disease,15.32,28.66,63.95,30.0
2011-10-11,Bihar,Madhubani,Acute Diarrhoeal Disease,12.26,28.59,61.24,20.0
2011-10-11,West Bengal,Nadia,Acute Diarrhoeal Disease,8.85,29.44,57.75,17.0
2011-10-12,Gujarat,Vadodara,Chikungunya,0.17,35.02,47.17,25.0
2011-10-12,Gujarat,Vadodara,Chikungunya,0.17,35.02,47.17,25.0
2011-10-12,Tamil Nadu,Kancheepuram,Dengue,33.9,32.03,74.79,49.0
2011-10-13,Jharkhand,East Singhbhum,Malaria,13.33,29.27,62.02,50.0
2011-10-13,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,13.33,29.27,62.02,12.0
2011-10-13,Madhya Pradesh,Burhanpur,Chikungunya,0.38,34.1,47.67,141.0
2011-10-13,Maharashtra,Beed,Dengue,14.81,34.22,61.84,19.0
2011-10-14,Haryana,Karnal,Acute Diarrhoeal Disease,4.77,31.3,53.08,37.0
2011-10-14,Haryana,Yamuna Nagar,Chikungunya,4.77,31.3,53.08,14.0
2011-10-14,Rajasthan,Bharatpur,Dengue,0.07,39.38,45.75,17.0
2011-10-14,Tamil Nadu,Tiruchirapalli,Dengue,67.84,31.52,81.87,16.0
2011-10-14,West Bengal,Nadia,Cholera,6.93,30.95,55.38,21.0
2011-10-15,Karnataka,Bidar,Acute Diarrhoeal Disease,28.87,32.77,72.15,15.0
2011-10-15,Karnataka,Bidar,Acute Diarrhoeal Disease,28.87,32.77,72.15,15.0
2011-10-15,Maharashtra,Osmanabad,Acute Diarrhoeal Disease,26.5,35.61,69.96,27.0
2011-10-15,Maharashtra,Raigad,Acute Diarrhoeal Disease,55.32,27.98,81.66,89.0
2011-10-15,Tamil Nadu,Tiruvannamalai,Cholera,64.97,33.26,81.13,12.0
2011-10-15,Uttar Pradesh,Auraiya,Malaria,0.0,34.15,47.26,39.0
2011-10-16,West Bengal,Bankura,Acute Diarrhoeal Disease,5.76,29.11,54.75,70.0
2011-10-16,West Bengal,Bankura,Acute Diarrhoeal Disease,5.76,29.11,54.75,74.0
2011-10-17,Maharashtra,Nashik,Chikungunya,30.19,29.59,73.79,17.0
2011-10-18,Bihar,Katihar,Acute Diarrhoeal Disease,3.46,29.48,52.27,24.0
2011-10-18,Maharashtra,Beed,Chikungunya,29.77,31.91,72.88,188.0
2011-10-18,Puducherry,Puducherry,Dengue,62.29,30.25,81.8,19.0
2011-10-18,Puducherry,Puducherry,Dengue,62.29,30.25,81.8,23.0
2011-10-18,Puducherry,Puducherry,Dengue,62.29,30.25,81.8,152.0
2011-10-19,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,5.43,29.23,54.39,24.0
2011-10-19,Jharkhand,West Singhbhum,Malaria,5.43,29.23,54.39,9.0
2011-10-20,Jharkhand,Dhanbad,Chikungunya,5.96,29.99,54.7,33.0
2011-10-20,Karnataka,Belgaum,Acute Diarrhoeal Disease,41.08,29.22,78.25,25.0
2011-10-20,Telangana,Mahabubnagar,Dengue,9.39,34.46,56.77,12.0
2011-10-21,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,0.57,32.37,48.39,13.0
2011-10-21,West Bengal,Howrah,Dengue,15.9,30.72,63.82,84.0
2011-10-22,Maharashtra,Nashik,Acute Diarrhoeal Disease,28.96,30.82,72.78,117.0
2011-10-22,Manipur,Churachandpur,Dengue,98.85,24.41,84.99,71.0
2011-10-23,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,0.67,34.34,47.9,33.0
2011-10-23,Odisha,Sambalpur,Acute Diarrhoeal Disease,7.5,28.23,56.77,22.0
2011-10-24,Bihar,Munger,Malaria,28.53,27.93,73.41,89.0
2011-10-24,Karnataka,Hassan,Cholera,33.73,28.74,75.71,19.0
2011-10-25,Karnataka,Bidar,Acute Diarrhoeal Disease,1.2,35.22,48.19,69.0
2011-10-25,West Bengal,Dakshin Dinajpur,Malaria,13.42,27.51,62.63,30.0
2011-10-26,Assam,Chirang,Malaria,3.58,24.87,53.78,297.0
2011-10-26,Madhya Pradesh,Neemuch,Malaria,0.01,37.14,46.37,65.0
2011-10-28,Bihar,Katihar,Acute Diarrhoeal Disease,1.81,29.22,50.63,31.0
2011-10-28,Karnataka,Bijapur,Acute Diarrhoeal Disease,4.02,35.0,51.2,29.0
2011-10-28,Madhya Pradesh,Khandwa,Chikungunya,0.01,36.72,46.49,400.0
2011-10-28,Maharashtra,Ahmednagar,Chikungunya,0.16,32.85,47.82,31.0
2011-10-28,Maharashtra,Nashik,Chikungunya,0.02,29.66,48.62,15.0
2011-10-28,Odisha,Balasore,Acute Diarrhoeal Disease,1.16,28.67,50.12,85.0
2011-10-28,Rajasthan,Udaipur,Malaria,0.01,33.63,47.42,23.0
2011-10-28,West Bengal,Burdwan,Acute Diarrhoeal Disease,0.82,29.27,49.58,75.0
2011-11-01,Madhya Pradesh,Dhar,Chikungunya,0.01,36.98,46.41,10.0
2011-11-01,Madhya Pradesh,Umaria,Malaria,0.01,30.05,48.49,150.0
2011-11-02,Karnataka,Dharwad,Acute Diarrhoeal Disease,5.43,32.87,53.29,12.0
2011-11-02,Madhya Pradesh,Mandsaur,Malaria,0.01,34.9,47.04,29.0
2011-11-02,Madhya Pradesh,Rajgarh,Chikungunya,0.01,37.04,46.39,62.0
2011-11-03,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,72.65,28.91,82.94,45.0
2011-11-03,Assam,Sonitpur,Malaria,8.35,26.73,58.07,15.0
2011-11-03,Bihar,Lakhisarai,Acute Diarrhoeal Disease,0.23,27.73,49.42,45.0
2011-11-03,Karnataka,Haveri,Acute Diarrhoeal Disease,6.89,25.37,57.02,54.0
2011-11-03,Madhya Pradesh,Gwalior,Chikungunya,0.01,34.59,47.13,151.0
2011-11-03,Madhya Pradesh,Tikamgarh,Chikungunya,0.01,34.68,47.1,63.0
2011-11-03,West Bengal,Jalpaiguri,Chikungunya,1.13,24.91,51.22,21.0
2011-11-03,West Bengal,Jalpaiguri,Chikungunya,1.13,24.91,51.22,780.0
2011-11-04,Jharkhand,West Singhbhum,Malaria,0.01,28.62,48.92,104.0
2011-11-04,Maharashtra,Ahmednagar,Dengue,0.16,33.72,47.55,10.0
2011-11-04,West Bengal,Burdwan,Acute Diarrhoeal Disease,0.01,28.89,48.84,16.0
2011-11-05,Madhya Pradesh,Shahdol,Acute Diarrhoeal Disease,0.0,29.32,48.71,35.0
2011-11-06,Assam,Chirang,Malaria,2.72,23.46,53.31,87.0
2011-11-07,Bihar,Munger,Malaria,2.12,26.8,51.68,10.0
2011-11-07,Bihar,Nalanda,Chikungunya,0.09,28.48,49.05,24.0
2011-11-08,Chhattisgarh,Bilaspur,Malaria,0.0,30.5,48.35,53.0
2011-11-08,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,0.0,29.3,48.71,12.0
2011-11-08,West Bengal,Burdwan,Acute Diarrhoeal Disease,0.01,28.71,48.9,30.0
2011-11-10,West Bengal,Bankura,Acute Diarrhoeal Disease,0.01,28.79,48.87,25.0
2011-11-11,Madhya Pradesh,Bhopal,Chikungunya,0.01,33.51,47.45,6.0
2011-11-11,Madhya Pradesh,Mandla,Malaria,0.01,30.82,48.26,33.0
2011-11-12,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,0.01,37.02,46.4,75.0
2011-11-12,Madhya Pradesh,Chhindwara,Chikungunya,0.01,33.04,47.59,20.0
2011-11-12,Odisha,Dhenkanal,Acute Diarrhoeal Disease,0.01,30.07,48.48,35.0
2011-11-12,Tamil Nadu,Sivaganga,Dengue,26.03,31.3,70.97,6.0
2011-11-13,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,0.01,33.85,47.36,20.0
2011-11-14,Bihar,Aurangabad,Malaria,0.0,28.47,48.97,22.0
2011-11-14,Tamil Nadu,Ramanathapuram,Dengue,5.0,30.93,58.42,20.0
2011-11-15,Gujarat,Rajkot,Acute Diarrhoeal Disease,0.0,35.76,46.78,20.0
2011-11-15,Gujarat,Rajkot,Acute Diarrhoeal Disease,0.0,35.76,46.78,20.0
2011-11-15,West Bengal,Birbhum,Acute Diarrhoeal Disease,2.66,29.96,51.3,34.0
2011-11-16,Bihar,Araria,Acute Diarrhoeal Disease,4.78,26.48,54.54,12.0
2011-11-16,Maharashtra,Thane,Malaria,0.0,31.88,47.94,124.0
2011-11-16,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,9.36,34.51,56.73,20.0
2011-11-17,Gujarat,Amreli,Acute Diarrhoeal Disease,0.0,34.65,47.11,48.0
2011-11-17,Gujarat,Amreli,Acute Diarrhoeal Disease,0.0,34.65,47.11,98.0
2011-11-17,Kerala,Wayanad,Acute Diarrhoeal Disease,1.66,24.66,51.84,10.0
2011-11-18,Gujarat,Anand,Acute Diarrhoeal Disease,0.0,34.41,47.18,28.0
2011-11-18,Jharkhand,West Singhbhum,Malaria,2.94,29.23,51.81,438.0
2011-11-18,Madhya Pradesh,Panna,Malaria,0.01,33.14,47.56,25.0
2011-11-18,Maharashtra,Washim,Chikungunya,0.0,36.25,46.63,7.0
2011-11-18,Tamil Nadu,Perambalur,Dengue,5.39,30.59,53.93,24.0
2011-11-19,Tamil Nadu,Kancheepuram,Cholera,5.62,30.44,54.22,13.0
2011-11-19,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,24.8,28.71,70.99,21.0
2011-11-21,Madhya Pradesh,Chhindwara,Malaria,0.01,32.86,47.65,65.0
2011-11-21,Maharashtra,Nashik,Chikungunya,0.01,33.55,47.45,17.0
2011-11-22,Gujarat,Rajkot,Acute Diarrhoeal Disease,0.01,35.62,46.82,231.0
2011-11-22,Maharashtra,Gadchiroli,Malaria,0.01,29.63,48.62,40.0
2011-11-23,Maharashtra,Ahmednagar,Dengue,0.01,35.02,47.0,9.0
2011-11-25,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,3.87,26.75,53.52,43.0
2011-11-28,Assam,Chirang,Malaria,0.01,23.47,50.47,76.0
2011-11-28,Karnataka,Tumkur,Acute Diarrhoeal Disease,26.85,27.97,72.46,337.0
2011-11-28,Kerala,Palakkad,Acute Diarrhoeal Disease,76.94,26.96,83.73,10.0
2011-11-28,Maharashtra,Jalgaon,Chikungunya,0.01,31.33,48.11,24.0
2011-11-28,West Bengal,Murshidabad,Acute Diarrhoeal Disease,0.0,28.92,48.83,29.0
2011-12-02,Gujarat,Rajkot,Acute Diarrhoeal Disease,0.08,32.08,47.97,29.0
2011-12-03,Haryana,Gurgaon,Acute Diarrhoeal Disease,0.01,25.35,49.9,109.0
2011-12-04,Jharkhand,West Singhbhum,Malaria,0.01,26.84,49.45,24.0
2011-12-04,Maharashtra,Raigad,Acute Diarrhoeal Disease,4.01,31.69,52.18,27.0
2011-12-05,Gujarat,Bharuch,Acute Diarrhoeal Disease,0.01,33.44,47.47,30.0
2011-12-05,Jharkhand,Seraikela- Kharsawan (West Singhbhum),Malaria,0.01,25.61,49.82,38.0
2011-12-06,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,0.0,34.4,47.19,17.0
2011-12-06,Tamil Nadu,Tuticorin,Acute Diarrhoeal Disease,21.15,28.87,68.48,29.0
2011-12-06,West Bengal,Malda,Acute Diarrhoeal Disease,0.49,27.26,49.83,40.0
2011-12-07,Gujarat,Patan,Chikungunya,0.01,36.6,46.52,13.0
2011-12-07,Maharashtra,Raigad,Dengue,0.01,32.37,47.8,47.0
2011-12-08,Gujarat,Surat,Acute Diarrhoeal Disease,0.0,32.25,47.83,40.0
2011-12-08,Karnataka,Belgaum,Acute Diarrhoeal Disease,0.01,32.13,47.87,10.0
2011-12-08,Karnataka,Belgaum,Acute Diarrhoeal Disease,0.01,32.13,47.87,10.0
2011-12-08,Tamil Nadu,Salem,Chikungunya,12.49,28.67,61.43,15.0
2011-12-08,Tamil Nadu,Thiruvallur,Cholera,3.85,29.97,52.53,31.0
2011-12-09,Maharashtra,Nashik,Dengue,0.0,32.91,47.63,6.0
2011-12-11,Jharkhand,Saraikela Kharsawan,Acute Diarrhoeal Disease,0.0,26.52,49.55,62.0
2011-12-11,Jharkhand,West Singhbhum,Malaria,0.0,27.16,49.36,99.0
2011-12-11,Tamil Nadu,Tiruvannamalai,Cholera,5.39,28.72,54.49,10.0
2011-12-12,Madhya Pradesh,Khargone,Chikungunya,0.0,33.23,47.53,105.0
2011-12-12,Tamil Nadu,Dindigul,Acute Diarrhoeal Disease,13.54,27.48,62.74,15.0
2011-12-12,Tamil Nadu,Thiruvannamalai,Cholera,11.4,28.86,60.37,15.0
2011-12-13,Andhra Pradesh,Krishna,Acute Diarrhoeal Disease,3.8,29.19,52.72,48.0
2011-12-13,Haryana,Ambala,Acute Diarrhoeal Disease,17.05,19.75,68.07,49.0
2011-12-14,Andhra Pradesh,Visakhapatnam,Chikungunya,0.53,29.23,49.28,12.0
2011-12-14,Tamil Nadu,Cuddalore,Chikungunya,10.01,26.19,59.85,33.0
2011-12-15,Tamil Nadu,Ariyalur,Dengue,9.01,26.8,58.69,7.0
2011-12-16,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,0.61,23.82,51.0,25.0
2011-12-16,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,0.61,23.82,51.0,23.0
2011-12-18,Tamil Nadu,Erode,Dengue,1.4,29.27,50.18,14.0
2011-12-18,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,5.63,27.22,55.19,32.0
2011-12-18,Tamil Nadu,Tiruvannamalai,Chikungunya,4.81,27.55,54.25,9.0
2011-12-20,Maharashtra,Pune,Dengue,0.01,29.25,48.73,17.0
2011-12-20,Maharashtra,Pune,Dengue,0.01,29.25,48.73,17.0
2011-12-26,Kerala,Trivandrum,Dengue And Chikungunya,1.76,28.32,50.85,178.0
2012-01-01,Tamil Nadu,Cuddalore,Cholera,82.31,23.45,84.97,17.0
2012-01-01,Tamil Nadu,Thoothukudi,Dengue,15.55,25.52,65.09,42.0
2012-01-03,Tamil Nadu,Theni,Cholera,42.04,26.88,79.24,21.0
2012-01-05,Karnataka,Haveri,Acute Diarrhoeal Disease,0.77,27.45,50.08,62.0
2012-01-06,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,11.45,27.82,60.73,10.0
2012-01-08,Tamil Nadu,Thoothukudi,Acute Diarrhoeal Disease,6.2,30.36,54.83,15.0
2012-01-10,Tamil Nadu,Ramanathapuram,Dengue,5.0,26.69,59.69,30.0
2012-01-10,Tamil Nadu,Salem,Dengue,1.09,29.07,49.92,9.0
2012-01-11,Tamil Nadu,Dindigul,Chikungunya,7.03,25.97,56.98,69.0
2012-01-12,Tamil Nadu,Dindigul,Acute Diarrhoeal Disease,9.09,26.27,58.93,12.0
2012-01-15,Gujarat,Banaskantha,Acute Diarrhoeal Disease,0.0,25.1,49.97,84.0
2012-01-15,Gujarat,Banaskantha,Acute Diarrhoeal Disease,0.0,25.1,49.97,84.0
2012-01-15,Tamil Nadu,Dindigul,Cholera,9.71,27.01,59.31,16.0
2012-01-17,Gujarat,Kheda,Acute Diarrhoeal Disease,0.2,25.72,49.99,41.0
2012-01-17,Gujarat,Surendranagar,Acute Diarrhoeal Disease,0.32,27.82,49.49,138.0
2012-01-18,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,1.88,15.94,54.69,71.0
2012-01-19,Tamil Nadu,Dindigul,Cholera,1.5,26.39,51.16,10.0
2012-01-20,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,0.11,28.95,48.93,26.0
2012-01-23,Andhra Pradesh,West Godavari,Dengue,0.07,27.54,49.31,3.0
2012-01-23,Gujarat,Banaskantha,Acute Diarrhoeal Disease,0.07,24.0,50.37,25.0
